,Alignment,Character,Combat,Durability,Full_name,Gender,IQ,Intelligence,Level,Omnipotent,Power,Speed,Speed_velocity,Strength,Strength_force,Tier,Universe
25667,,The Master,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Doctor Who
25668,,The Master,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Doctor Who
25669,Good,The Master,100,15,,Female,150,75,3,0,60,25,175,25,3000,2,ITB
25670,Good,The Master,100,15,,Female,150,75,3,0,60,25,175,25,3000,2,ITB
25671,Good,The Marker,5,5,,Female,100,50,1,0,0,1,7,1,70,0,Earth-29320
25672,Good,The Marker,5,5,,Female,100,50,1,0,0,1,7,1,70,0,Earth-29320
25673,Good,The Machine,0,15,The Machine,-,190,95,2,0,25,100,1000000000,0,0,0,POI
25674,Good,The Machine,0,15,The Machine,-,190,95,2,0,25,100,1000000000,0,0,0,POI
25675,Bad,The Locust God,80,65,,Other,100,50,4,0,90,25,343,75,100000000,5,MtG
25676,Bad,The Locust God,80,65,,Other,100,50,4,0,90,25,343,75,100000000,5,MtG
25677,Good,The Little Mermaid,5,6,Ariel,Female,45,25,1,0,1,11,19,1,68,0,
25678,Good,The Little Mermaid,5,6,Ariel,Female,45,25,1,0,1,11,19,1,68,0,
25679,Bad,The Lich King,40,50,,Male,127,65,5,0,70,75,150000032,75,20000000,8,Warcraft
25680,Bad,The Lich King,40,50,,Male,127,65,5,0,70,75,150000032,75,20000000,8,Warcraft
25681,Bad,The Leviathan,60,55,,,130,65,5,0,80,90,580000000,90,580000000,4,DAD
25682,Bad,The Leviathan,60,55,,,130,65,5,0,80,90,580000000,90,580000000,4,DAD
25683,Bad,The Leprechaun,30,8,,Male,80,40,3,0,70,1,5,1,80,1,
25684,Bad,The Leprechaun,30,8,,Male,80,40,3,0,70,1,5,1,80,1,
25685,,The Iron Giant,50,25,,,130,65,2,0,30,25,168,50,400000,1,MultiVersus
25686,,The Iron Giant,50,25,,,130,65,2,0,30,25,168,50,400000,1,MultiVersus
25687,,The Iron Giant,40,30,,,113,55,2,0,55,50,13005,75,20226000,2,
25688,,The Iron Giant,40,30,,,113,55,2,0,55,50,13005,75,20226000,2,
25689,Good,The Infraggable Krunk,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,
25690,Good,The Infraggable Krunk,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,
25691,,The Idea Of Evil,0,0,,,200,100,6,0,100,100,0,0,0,4,
25692,,The Idea Of Evil,0,0,,,200,100,6,0,100,100,0,0,0,4,
25693,Good,The High,90,100,,Male,170,85,5,0,95,100,1000000000,100,1000000000,6,Earth-50
25694,Good,The High,90,100,,Male,170,85,5,0,95,100,1000000000,100,1000000000,6,Earth-50
25695,Bad,The Great Devourer,50,70,The Great Devourer,Female,90,45,3,0,70,50,100000,100,1000000000,3,Ninjago
25696,Bad,The Great Devourer,50,70,The Great Devourer,Female,90,45,3,0,70,50,100000,100,1000000000,3,Ninjago
25697,,The Glory,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,10,Doctor Who
25698,,The Glory,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,10,Doctor Who
25699,,The Gentle Pull,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,7,Mario
25700,,The Gentle Pull,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,7,Mario
25701,Bad,The General Of Gehenna,95,100,,Male,190,95,6,0,100,100,1000000000,100,1000000000,7,DAD
25702,Bad,The General Of Gehenna,95,100,,Male,190,95,6,0,100,100,1000000000,100,1000000000,7,DAD
25703,Neutral,The Fourth Titan (Worldbreaker),50,75,,Male,140,70,4,0,100,25,75,100,1000000000,5,LoLAU
25704,Neutral,The Fourth Titan (Worldbreaker),50,75,,Male,140,70,4,0,100,25,75,100,1000000000,5,LoLAU
25705,,The Flash (Bolt),80,60,,,100,50,3,0,50,100,1000000000,25,10000,2,FS
25706,,The Flash (Bolt),80,60,,,100,50,3,0,50,100,1000000000,25,10000,2,FS
25707,Neutral,The Foot,85,95,Jeremy Johnson Lin,-,119,60,6,0,95,75,100000000,80,235325675,9,
25708,Neutral,The Foot,85,95,Jeremy Johnson Lin,-,119,60,6,0,95,75,100000000,80,235325675,9,
25709,,The First Hunter,100,55,,,125,65,3,0,60,50,34300,55,1000000,4,
25710,,The First Hunter,100,55,,,125,65,3,0,60,50,34300,55,1000000,4,
25711,,The Fallen,90,75,,,200,100,5,0,100,85,450000000,75,8800000,5,TCU
25712,,The Fallen,90,75,,,200,100,5,0,100,85,450000000,75,8800000,5,TCU
25713,Bad,The Fallen,90,100,Megatronus Prime,Male,200,100,5,0,100,100,1000000000,100,1000000000,8,
25714,Bad,The Fallen,90,100,Megatronus Prime,Male,200,100,5,0,100,100,1000000000,100,1000000000,8,
25715,,The Emperor?s Wrath,100,85,,,140,70,6,0,90,85,500000000,75,100000000,5,SWL
25716,,The Emperor?s Wrath,100,85,,,140,70,6,0,90,85,500000000,75,100000000,5,SWL
25717,Bad,The Emperor (with Shikoutazer),25,35,,-,90,45,3,0,30,20,36,100,1000000000,2,AGK
25718,Bad,The Emperor (with Shikoutazer),25,35,,-,90,45,3,0,30,20,36,100,1000000000,2,AGK
25719,,The Downstreamer,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,MV
25720,,The Downstreamer,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,MV
25721,,The Disappointment,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Prime Earth
25722,,The Disappointment,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Prime Earth
25723,Bad,The Demogorgon,80,25,,-,110,55,2,0,30,25,50,25,30000,1,Stranger Things
25724,Bad,The Demogorgon,80,25,,-,110,55,2,0,30,25,50,25,30000,1,Stranger Things
25725,,The Crimson Paw,60,8,,,110,55,1,0,0,7,12,8,300,1,Bad Guys
25726,,The Crimson Paw,60,8,,,110,55,1,0,0,7,12,8,300,1,Bad Guys
25727,Good,The Courier,70,12,,Other,111,55,1,0,17,1,8,6,240,1,Fallout
25728,Good,The Courier,70,12,,Other,111,55,1,0,17,1,8,6,240,1,Fallout
25729,,The Cosmic Imagination,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,AT
25730,,The Cosmic Imagination,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,AT
25731,-,The Computer Gods,0,100,,Other,200,100,4,0,100,0,0,100,1000000000,6,IUND
25732,-,The Computer Gods,0,100,,Other,200,100,4,0,100,0,0,100,1000000000,6,IUND
25733,,The Commander,50,35,,,145,75,3,0,80,25,343,100,1000000000,2,
25734,,The Commander,50,35,,,145,75,3,0,80,25,343,100,1000000000,2,
25735,,The Collector,10,100,,,140,70,5,0,100,100,999999999,100,999999999,5,OHV
25736,,The Collector,10,100,,,140,70,5,0,100,100,999999999,100,999999999,5,OHV
25737,Neutral,The Collector,50,20,,Male,160,80,1,0,10,6,10,1,60,0,MCU
25738,Neutral,The Collector,50,20,,Male,160,80,1,0,10,6,10,1,60,0,MCU
25739,Neutral,The Childlike Empress,100,100,,Female,200,100,6,0,100,100,1000000000,100,1000000000,9,TNES
25740,Neutral,The Childlike Empress,100,100,,Female,200,100,6,0,100,100,1000000000,100,1000000000,9,TNES
25741,,The Cetacean Hierarchy,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Vertigo
25742,,The Cetacean Hierarchy,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Vertigo
25743,,The Carnival Queen,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,Doctor Who
25744,,The Carnival Queen,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,Doctor Who
25745,Good,The Captain (Fully Realized Hyperion),100,80,,Male,160,80,5,0,100,85,500000000,10,380,5,HI3
25746,Good,The Captain (Fully Realized Hyperion),100,80,,Male,160,80,5,0,100,85,500000000,10,380,5,HI3
25747,,The Burger King,50,15,,,120,60,2,0,75,7,12,1,150,1,
25748,,The Burger King,50,15,,,120,60,2,0,75,7,12,1,150,1,
25749,Bad,The Brothers Death,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,10,SCP
25750,Bad,The Brothers Death,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,10,SCP
25751,,The Boy (Netflix),55,20,,,167,85,3,0,60,50,55000,1,142,7,
25752,,The Boy (Netflix),55,20,,,167,85,3,0,60,50,55000,1,142,7,
25753,Good,The Boy,0,0,Five Hagreeves,Male,130,65,1,0,0,0,0,1,150,0,
25754,Good,The Boy,0,0,Five Hagreeves,Male,130,65,1,0,0,0,0,1,150,0,
25755,Bad,The Black Guardian,0,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,Doctor Who
25756,Bad,The Black Guardian,0,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,Doctor Who
25757,,The Big Question,70,45,Edward Fisk,Male,199,100,1,0,50,25,203,1,30,0,Earth-9602
25758,,The Big Question,70,45,Edward Fisk,Male,199,100,1,0,50,25,203,1,30,0,Earth-9602
25759,Neutral,The Backrooms,0,100,,-,0,0,5,0,90,0,0,0,0,6,Creepypasta
25760,Neutral,The Backrooms,0,100,,-,0,0,5,0,90,0,0,0,0,6,Creepypasta
25761,Neutral,The Arbiter,95,35,,Male,120,60,2,0,40,19,35,25,10000,3,Halo
25762,Neutral,The Arbiter,95,35,,Male,120,60,2,0,40,19,35,25,10000,3,Halo
25763,Good,The Angel,80,10,,Male,130,65,1,0,10,6,10,13,500,0,Earth-616
25764,Good,The Angel,80,10,,Male,130,65,1,0,10,6,10,13,500,0,Earth-616
25765,,The Absence,90,100,,,130,65,6,0,100,100,1000000000,100,1000000000,9,SCP
25766,,The Absence,90,100,,,130,65,6,0,100,100,1000000000,100,1000000000,9,SCP
25767,Bad,Thanos (Quarry of Creation),100,100,Thanos The Mad Titan,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,
25768,Bad,Thanos (Quarry of Creation),100,100,Thanos The Mad Titan,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,
25769,,Thanos (Iso-Gauntlets),100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,7,Earth-15061
25770,,Thanos (Iso-Gauntlets),100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,7,Earth-15061
25771,Good,Thalia,75,10,,Female,130,65,1,0,20,6,10,1,130,1,MtG
25772,Good,Thalia,75,10,,Female,130,65,1,0,20,6,10,1,130,1,MtG
25773,Good,Tetsuro,25,10,Arahabaki Tetsurō,Male,130,65,2,0,30,11,20,25,1000,1,NGL
25774,Good,Tetsuro,25,10,Arahabaki Tetsurō,Male,130,65,2,0,30,11,20,25,1000,1,NGL
25775,-,Testarossa,95,30,,Female,150,75,5,0,80,100,1000000000,100,1000000000,3,Tensura
25776,-,Testarossa,95,30,,Female,150,75,5,0,80,100,1000000000,100,1000000000,3,Tensura
25777,,Teruteru Hanamura,30,10,,,140,70,1,0,20,25,200,25,1000,1,Danganronpa
25778,,Teruteru Hanamura,30,10,,,140,70,1,0,20,25,200,25,1000,1,Danganronpa
25779,Good,Terumasa Nanjo,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,Umineko Verse
25780,Good,Terumasa Nanjo,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,Umineko Verse
25781,Bad,Terry Silver,75,10,,Male,120,60,1,0,5,7,12,1,150,1,Cobra Kai
25782,Bad,Terry Silver,75,10,,Male,120,60,1,0,5,7,12,1,150,1,Cobra Kai
25783,Bad,Terrorsaur,35,20,,Male,90,45,2,0,40,25,280,25,25000,2,Beast Wars
25784,Bad,Terrorsaur,35,20,,Male,90,45,2,0,40,25,280,25,25000,2,Beast Wars
25785,,Terror,30,15,,Male,110,55,1,0,5,1,5,9,363,1,Earth-616
25786,,Terror,30,15,,Male,110,55,1,0,5,1,5,9,363,1,Earth-616
25787,,Terracotta Soldier,100,100,,,80,40,5,0,100,100,1000000000,75,100000000,6,EV
25788,,Terracotta Soldier,100,100,,,80,40,5,0,100,100,1000000000,75,100000000,6,EV
25789,Good,Terminators,100,25,,Male,130,65,3,0,40,25,240,55,1100000,2,Warhammer 40K
25790,Good,Terminators,100,25,,Male,130,65,3,0,40,25,240,55,1100000,2,Warhammer 40K
25791,,Tenzin,65,18,,,130,65,2,0,55,50,171518,1,165,2,Avatar
25792,,Tenzin,65,18,,,130,65,2,0,55,50,171518,1,165,2,Avatar
25793,Bad,Tenma Tokoyo,100,100,,Female,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25794,Bad,Tenma Tokoyo,100,100,,Female,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25795,Bad,Tenma Sukuna,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25796,Bad,Tenma Sukuna,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25797,Bad,Tenma Ootake,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25798,Bad,Tenma Ootake,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25799,Bad,Tenma Numahime,100,100,,Female,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25800,Bad,Tenma Numahime,100,100,,Female,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25801,Bad,Tenma Morei,100,100,,Female,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25802,Bad,Tenma Morei,100,100,,Female,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25803,Bad,Tenma Momiji,100,100,,Female,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25804,Bad,Tenma Momiji,100,100,,Female,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25805,,Tenma Awaumi,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25806,,Tenma Awaumi,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,SB
25807,Neutral,Tenma Akuro,100,100,,Male,160,80,6,0,100,100,1000000000,100,1000000000,9,SB
25808,Neutral,Tenma Akuro,100,100,,Male,160,80,6,0,100,100,1000000000,100,1000000000,9,SB
25809,Good,Tendou Setsuna,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,Tokyo Babel
25810,Good,Tendou Setsuna,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,Tokyo Babel
25811,Bad,Ten-Tails,40,65,Juubi,,133,65,6,0,85,80,333341750,100,1000000000,5,Naruto
25812,Bad,Ten-Tails,40,65,Juubi,,133,65,6,0,85,80,333341750,100,1000000000,5,Naruto
25813,,Temperantia,70,40,,,110,55,3,0,60,50,2007925,85,400000000,4,Bayonetta
25814,,Temperantia,70,40,,,110,55,3,0,60,50,2007925,85,400000000,4,Bayonetta
25815,Good,Temperance Brennan,0,1,,Female,140,70,1,0,0,1,1,1,50,0,Bones
25816,Good,Temperance Brennan,0,1,,Female,140,70,1,0,0,1,1,1,50,0,Bones
25817,,Telos,65,100,,,170,85,6,0,85,85,470000000,95,800000000,6,Prime Earth
25818,,Telos,65,100,,,170,85,6,0,85,85,470000000,95,800000000,6,Prime Earth
25819,Good,Teirei,100,100,,Male,160,80,6,0,100,100,1000000000,100,1000000000,9,SB
25820,Good,Teirei,100,100,,Male,160,80,6,0,100,100,1000000000,100,1000000000,9,SB
25821,,Teen Gohan (Super Saiyan),90,85,,,134,65,3,0,80,100,1000000000,55,1000000,4,DB
25822,,Teen Gohan (Super Saiyan),90,85,,,134,65,3,0,80,100,1000000000,55,1000000,4,DB
25823,,Technovore,12,11,,,42,20,1,0,20,25,211,25,2112,1,Earth-616
25824,,Technovore,12,11,,,42,20,1,0,20,25,211,25,2112,1,Earth-616
25825,,Te Kā,95,100,,,95,50,6,0,95,75,100000000,100,1000000000,8,
25826,,Te Kā,95,100,,,95,50,6,0,95,75,100000000,100,1000000000,8,
25827,Neutral,Tōga,90,40,,Male,120,60,3,0,60,50,10000,100,1000000000,2,Inuyasha
25828,Neutral,Tōga,90,40,,Male,120,60,3,0,60,50,10000,100,1000000000,2,Inuyasha
25829,Bad,Tayuya,70,20,Tayuya,Female,110,55,2,0,65,35,3430,75,100000000,1,Naruto
25830,Bad,Tayuya,70,20,Tayuya,Female,110,55,2,0,65,35,3430,75,100000000,1,Naruto
25831,Bad,Tankor,55,35,,Male,150,75,2,0,55,11,20,35,140000,2,Beast Wars
25832,Bad,Tankor,55,35,,Male,150,75,2,0,55,11,20,35,140000,2,Beast Wars
25833,Bad,Taylor Milos,60,20,,Male,112,55,1,0,0,25,190,5,200,1,
25834,Bad,Taylor Milos,60,20,,Male,112,55,1,0,0,25,190,5,200,1,
25835,Bad,Tank,60,40,,Male,10,5,1,0,5,14,25,75,12345678,1,L4D
25836,Bad,Tank,60,40,,Male,10,5,1,0,5,14,25,75,12345678,1,L4D
25837,Neutral,Taurus Aldebaran,55,85,,Male,110,55,3,0,50,80,300000000,100,1000000000,6,Saint Seiya
25838,Neutral,Taurus Aldebaran,55,85,,Male,110,55,3,0,50,80,300000000,100,1000000000,6,Saint Seiya
25839,,Tattooed Man,45,10,,,120,60,1,0,55,5,9,5,200,1,Prime Earth
25840,,Tattooed Man,45,10,,,120,60,1,0,55,5,9,5,200,1,Prime Earth
25841,Bad,Tatsuya Tachibana,60,20,,Male,160,80,3,0,40,1,1,1,70,1,Cv
25842,Bad,Tatsuya Tachibana,60,20,,Male,160,80,3,0,40,1,1,1,70,1,Cv
25843,,Tatsuya Shiba,80,60,,,180,90,3,0,80,50,36000,55,1000000,5,TIaMHS
25844,,Tatsuya Shiba,80,60,,,180,90,3,0,80,50,36000,55,1000000,5,TIaMHS
25845,Good,Tatl,10,1,,Female,113,55,1,0,1,17,30,1,2,0,Zelda
25846,Good,Tatl,10,1,,Female,113,55,1,0,1,17,30,1,2,0,Zelda
25847,Good,Tamama,40,15,,Male,45,25,2,0,40,6,10,1,100,1,Keroro
25848,Good,Tamama,40,15,,Male,45,25,2,0,40,6,10,1,100,1,Keroro
25849,Good,Tatewaki Naitou,50,15,,Male,120,60,2,0,30,1,1,1,50,1,Cv
25850,Good,Tatewaki Naitou,50,15,,Male,120,60,2,0,30,1,1,1,50,1,Cv
25851,Good,Tasuku Ryuenji,80,40,,Male,150,75,3,0,80,25,100,25,1000,3,FB
25852,Good,Tasuku Ryuenji,80,40,,Male,150,75,3,0,80,25,100,25,1000,3,FB
25853,,Taserface,55,10,,Male,100,50,1,0,10,1,8,1,100,1,MCU
25854,,Taserface,55,10,,Male,100,50,1,0,10,1,8,1,100,1,MCU
25855,,Tarzan,80,10,,,118,60,2,0,35,8,15,25,5500,1,
25856,,Tarzan,80,10,,,118,60,2,0,35,8,15,25,5500,1,
25857,Good,Tart,90,100,,Female,180,90,6,0,100,100,1000000000,100,1000000000,6,Puella Magi Universe
25858,Good,Tart,90,100,,Female,180,90,6,0,100,100,1000000000,100,1000000000,6,Puella Magi Universe
25859,,Tarn The Uncaring,60,40,,,100,50,2,0,90,1,5,1,150,4,Earth-616
25860,,Tarn The Uncaring,60,40,,,100,50,2,0,90,1,5,1,150,4,Earth-616
25861,Bad,Tarantulas (Transmetal),30,25,,Male,170,85,2,0,55,25,120,25,35000,2,Beast Wars
25862,Bad,Tarantulas (Transmetal),30,25,,Male,170,85,2,0,55,25,120,25,35000,2,Beast Wars
25863,Bad,Tarantulas,30,20,,Male,170,85,2,0,45,17,30,25,25000,2,Beast Wars
25864,Bad,Tarantulas,30,20,,Male,170,85,2,0,45,17,30,25,25000,2,Beast Wars
25865,,Taki,85,35,,,120,60,2,0,45,35,4200,20,800,3,Soul Calibur
25866,,Taki,85,35,,,120,60,2,0,45,35,4200,20,800,3,Soul Calibur
25867,Good,Takeru Baba,50,15,,Male,140,70,2,0,30,1,1,1,50,1,Cv
25868,Good,Takeru Baba,50,15,,Male,140,70,2,0,30,1,1,1,50,1,Cv
25869,Good,Taizo Kiyokura,60,20,,Male,150,75,3,0,30,5,9,1,50,1,Cv
25870,Good,Taizo Kiyokura,60,20,,Male,150,75,3,0,30,5,9,1,50,1,Cv
25871,Bad,Taigokumaru,80,30,,Male,120,60,2,0,55,25,100,75,100000000,2,Inuyasha
25872,Bad,Taigokumaru,80,30,,Male,120,60,2,0,55,25,100,75,100000000,2,Inuyasha
25873,Good,Taiga Saejima,80,35,,Male,180,90,2,0,40,50,25800,50,588000,2,
25874,Good,Taiga Saejima,80,35,,Male,180,90,2,0,40,50,25800,50,588000,2,
25875,Good,Tai,35,6,,Male,95,50,1,0,20,1,5,1,130,0,Digimon
25876,Good,Tai,35,6,,Male,95,50,1,0,20,1,5,1,130,0,Digimon
25877,Good,Taegukgi,90,100,,Male,150,75,5,0,100,100,1000000000,100,1000000000,6,Earth-616
25878,Good,Taegukgi,90,100,,Male,150,75,5,0,100,100,1000000000,100,1000000000,6,Earth-616
25879,Good,T.K,35,6,,Male,90,45,1,0,20,1,5,1,130,0,Digimon
25880,Good,T.K,35,6,,Male,90,45,1,0,20,1,5,1,130,0,Digimon
25881,Bad,T-X,80,30,Cyberdyne Systems Series X Terminator,Female,190,95,2,0,40,17,30,25,37000,2,Terminator
25882,Bad,T-X,80,30,Cyberdyne Systems Series X Terminator,Female,190,95,2,0,40,17,30,25,37000,2,Terminator
25883,-,T-Bag,25,6,,Male,150,75,1,0,1,1,8,1,100,0,TPB
25884,-,T-Bag,25,6,,Male,150,75,1,0,1,1,8,1,100,0,TPB
25885,Bad,T-850,100,25,Cyberdyne Systems Series 850 Terminator,Male,160,80,2,0,40,20,40,25,5000,1,Terminator
25886,Bad,T-850,100,25,Cyberdyne Systems Series 850 Terminator,Male,160,80,2,0,40,20,40,25,5000,1,Terminator
25887,,T-600,85,10,,,85,45,2,0,25,1,2,45,350000,1,Terminator
25888,,T-600,85,10,,,85,45,2,0,25,1,2,45,350000,1,Terminator
25889,Neutral,T'au,90,75,,-,190,95,4,0,90,85,470000000,100,1000000000,5,Warhammer 40K
25890,Neutral,T'au,90,75,,-,190,95,4,0,90,85,470000000,100,1000000000,5,Warhammer 40K
25891,Bad,Szayel Aporro Granz,90,30,,Male,160,80,3,0,50,25,1000,55,1000000,3,Bleach
25892,Bad,Szayel Aporro Granz,90,30,,Male,160,80,3,0,50,25,1000,55,1000000,3,Bleach
25893,Good,Syrus Truesdale,60,10,,Male,120,60,2,0,20,1,1,1,100,1,Yu-Gi-Oh!
25894,Good,Syrus Truesdale,60,10,,Male,120,60,2,0,20,1,1,1,100,1,Yu-Gi-Oh!
25895,Bad,Syndrome,30,18,Buddy Pine,Male,168,85,2,0,45,25,181,70,3324200,2,Incredibles
25896,Bad,Syndrome,30,18,Buddy Pine,Male,168,85,2,0,45,25,181,70,3324200,2,Incredibles
25897,Bad,Syn Shenron,90,85,Syn Shenron,Male,168,85,4,0,95,65,70000000,100,999999997,5,DB
25898,Bad,Syn Shenron,90,85,Syn Shenron,Male,168,85,4,0,95,65,70000000,100,999999997,5,DB
25899,Good,Symbiote Spider-Man,90,45,Peter Benjamin Parker,Male,180,90,3,0,75,25,325,55,1100000,2,Earth-616
25900,Good,Symbiote Spider-Man,90,45,Peter Benjamin Parker,Male,180,90,3,0,75,25,325,55,1100000,2,Earth-616
25901,Neutral,Symbiote Black Cat,85,100,,Female,110,55,3,0,85,25,1000,30,100000,4,Earth-616
25902,Neutral,Symbiote Black Cat,85,100,,Female,110,55,3,0,85,25,1000,30,100000,4,Earth-616
25903,,Sylvester,100,100,,,199,100,6,0,100,100,1000000000,100,1000000000,10,Looney Tunes
25904,,Sylvester,100,100,,,199,100,6,0,100,100,1000000000,100,1000000000,10,Looney Tunes
25905,Bad,Sylar,35,70,Gabriel Gray,Male,145,75,3,0,75,25,506,9,363,5,Heroes
25906,Bad,Sylar,35,70,Gabriel Gray,Male,145,75,3,0,75,25,506,9,363,5,Heroes
25907,,Swirl Of The Root,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Nasuverse
25908,,Swirl Of The Root,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Nasuverse
25909,Good,Sweet Tooth (Netflix),0,1,,Male,90,45,1,0,5,1,3,1,23,0,Vertigo
25910,Good,Sweet Tooth (Netflix),0,1,,Male,90,45,1,0,5,1,3,1,23,0,Vertigo
25911,Good,Swampert,70,20,,-,90,45,2,0,50,50,10000,30,100000,2,Pokemon
25912,Good,Swampert,70,20,,-,90,45,2,0,50,50,10000,30,100000,2,Pokemon
25913,,Suzaku Kururugi,85,8,,,115,60,1,0,5,6,10,8,300,1,Code Geass
25914,,Suzaku Kururugi,85,8,,,115,60,1,0,5,6,10,8,300,1,Code Geass
25915,Neutral,Supreme Strange (Earth 838),45,50,Stephen Vincent Strange,Male,170,85,4,0,100,25,200,25,2000,5,MCU
25916,Neutral,Supreme Strange (Earth 838),45,50,Stephen Vincent Strange,Male,170,85,4,0,100,25,200,25,2000,5,MCU
25917,,Supreme Intelligence,7,35,,Male,200,100,3,0,100,80,333333333,10,388,6,Earth-616
25918,,Supreme Intelligence,7,35,,Male,200,100,3,0,100,80,333333333,10,388,6,Earth-616
25919,Bad,Supreme Hunter,65,30,,Male,120,60,3,0,55,25,100,25,1000,3,Prototype
25920,Bad,Supreme Hunter,65,30,,Male,120,60,3,0,55,25,100,25,1000,3,Prototype
25921,,Suprema,95,100,,,200,100,5,0,100,100,1000000000,100,1000000000,6,
25922,,Suprema,95,100,,,200,100,5,0,100,100,1000000000,100,1000000000,6,
25923,,Supernova,40,60,,,90,45,3,0,100,25,100,100,1000000000,5,R&M
25924,,Supernova,40,60,,,90,45,3,0,100,25,100,100,1000000000,5,R&M
25925,,Superman Secundus,75,10,,,200,100,6,0,80,50,1000000,100,1000000000,10,
25926,,Superman Secundus,75,10,,,200,100,6,0,80,50,1000000,100,1000000000,10,
25927,,Superman Red,65,100,,,170,85,4,0,85,100,1000000000,100,1000000000,6,Prime Earth
25928,,Superman Red,65,100,,,170,85,4,0,85,100,1000000000,100,1000000000,6,Prime Earth
25929,,Superman Blue,85,85,,,151,75,5,0,75,95,762500125,95,752500000,7,Prime Earth
25930,,Superman Blue,85,85,,,151,75,5,0,75,95,762500125,95,752500000,7,Prime Earth
25931,,Superior Iron Man,95,100,,,184,90,6,0,90,90,550000000,100,1000000000,9,MCOC
25932,,Superior Iron Man,95,100,,,184,90,6,0,90,90,550000000,100,1000000000,9,MCOC
25933,-,Superdoom (Brainiac),80,100,,Male,180,90,6,0,100,100,1000000000,100,1000000000,8,New 52
25934,-,Superdoom (Brainiac),80,100,,Male,180,90,6,0,100,100,1000000000,100,1000000000,8,New 52
25935,Good,Super-Soldier,85,100,Clark Kent,Male,160,80,6,0,85,100,1000000000,100,1000000000,8,Earth-9602
25936,Good,Super-Soldier,85,100,Clark Kent,Male,160,80,6,0,85,100,1000000000,100,1000000000,8,Earth-9602
25937,,Super-Martian,50,100,,,130,65,5,0,90,100,1000000000,100,1000000000,6,Earth-32
25938,,Super-Martian,50,100,,,130,65,5,0,90,100,1000000000,100,1000000000,6,Earth-32
25939,Good,Super Sonic (Pre-Wave),100,100,Ogilvie Maurice Hedgehog,Male,180,90,6,0,100,100,1000000000,100,1000000000,8,Sonic
25940,Good,Super Sonic (Pre-Wave),100,100,Ogilvie Maurice Hedgehog,Male,180,90,6,0,100,100,1000000000,100,1000000000,8,Sonic
25941,Good,Super Rabbit,90,75,,Male,160,80,4,0,100,75,98963580,100,1000000000,6,Earth-616
25942,Good,Super Rabbit,90,75,,Male,160,80,4,0,100,75,98963580,100,1000000000,6,Earth-616
25943,,Super Shredder,95,80,,,135,70,3,0,80,50,10000000,55,1000000,2,
25944,,Super Shredder,95,80,,,135,70,3,0,80,50,10000000,55,1000000,2,
